"Pipeline","TestSet","SampleName","AnalyticTruthLabel","PerformanceTotalCount","TotalCountsOverall","PerformancePercent"
"Resfams","Pediatric","SRR961759","Glycopeptides",293563.916667656,331429.000000989,88.575205147039
"Alignment","Pediatric","SRR961760","Aminoglycosides",2060,2400,85.8333333333333
"MMARC","Pediatric","SRR961760","Aminoglycosides",3470.88968253968,9558.99999999999,36.3101755679431
"MMARC-assembled","Pediatric","SRR961760","Aminoglycosides",4430.25192477385,21657.9999999998,20.4554987753896
"Resfams","Pediatric","SRR961760","Aminoglycosides",1757.49999999995,7105.00000000002,24.7361013370858
"Alignment","Pediatric","SRR961761","beta-lactams",2361,442911,0.533064204772516
"MMARC","Pediatric","SRR961761","beta-lactams",4321.79884559885,552045.00000817,0.78287075248121
"MMARC-assembled","Pediatric","SRR961761","beta-lactams",17752.784703724,1118850.00001232,1.58669926295111
"Resfams","Pediatric","SRR961761","beta-lactams",3887.00000000011,81860.0000000016,4.74835084290256
"Alignment","Pediatric","SRR961762","beta-lactams",6988,6988,100
"MMARC","Pediatric","SRR961762","beta-lactams",9475.4999999995,9870.9999999995,95.9933137473405
"MMARC-assembled","Pediatric","SRR961762","beta-lactams",17791.7604895284,20760.0000000179,85.7021218184636
"Resfams","Pediatric","SRR961762","beta-lactams",106,1825,5.80821917808219
"Alignment","Pediatric","SRR961763","Tetracyclines",23409,23803,98.3447464605302
"MMARC","Pediatric","SRR961763","Tetracyclines",31585.665476216,33312.0000000255,94.8176797436113
"MMARC-assembled","Pediatric","SRR961763","Tetracyclines",58342.4285714815,63113.000000053,92.4412222068869
"Resfams","Pediatric","SRR961763","Tetracyclines",2082,6101,34.1255531880019
"Alignment","Pediatric","SRR961764","Trimethoprim",8091,8209,98.5625532951638
"MMARC","Pediatric","SRR961764","Trimethoprim",17320.5,17631,98.2388973966309
"MMARC-assembled","Pediatric","SRR961764","Trimethoprim",111211.999999998,116075.999999998,95.8096419587166
"Resfams","Pediatric","SRR961764","Trimethoprim",10725,13884,77.247191011236
"Alignment","Pediatric","SRR961765","Trimethoprim",14816,15040,98.5106382978723
"MMARC","Pediatric","SRR961765","Trimethoprim",36387.4166666667,37261,97.6555021783276
"MMARC-assembled","Pediatric","SRR961765","Trimethoprim",276752.99999953,293301.99999953,94.3576927535351
"Resfams","Pediatric","SRR961765","Trimethoprim",28285,53142,53.2253208385081
"Alignment","Pediatric","SRR961766","Phenicol",41268,45970,89.7715901675005
"MMARC","Pediatric","SRR961766","Phenicol",66366.6130952463,85454.0000000077,77.6635536022191
"MMARC-assembled","Pediatric","SRR961766","Phenicol",91710.4999999659,122784.999999971,74.6919411980188
"Resfams","Pediatric","SRR961766","Phenicol",3824.99285714291,14896.9999999994,25.676262718286
"Alignment","Pediatric","SRR961767","Glycopeptides",0,1245,0
"MMARC","Pediatric","SRR961767","Glycopeptides",197384.333333,202084.999999666,97.6739160914098
"MMARC-assembled","Pediatric","SRR961767","Glycopeptides",1718480.8555754,2068401.99998961,83.0825369335375
"Resfams","Pediatric","SRR961767","Glycopeptides",858593.916652417,933398.999985754,91.9857335036272
"Alignment","Pediatric","SRR961768","beta-lactams",179,508,35.2362204724409
"MMARC","Pediatric","SRR961768","beta-lactams",110,1487,7.3974445191661
"MMARC-assembled","Pediatric","SRR961768","beta-lactams",354.806199543713,4572.99999999998,7.75871855551529
"Resfams","Pediatric","SRR961768","beta-lactams",108.999999999999,707.999999999999,15.3954802259886
"Alignment","Pediatric","SRR961769","Tetracyclines",767603,769042,99.8128840817537
"MMARC","Pediatric","SRR961769","Tetracyclines",831681.70256845,855386.000004356,97.2288186344195
"MMARC-assembled","Pediatric","SRR961769","Tetracyclines",1526808.56264727,1717829.99997249,88.8800732710289
"Resfams","Pediatric","SRR961769","Tetracyclines",61922.7809523809,148917.000000006,41.5820765610229
"Alignment","Pediatric","SRR961770","Trimethoprim",159,182,87.3626373626374
"MMARC","Pediatric","SRR961770","Trimethoprim",4709.33333333333,5082,92.6669290305654
"MMARC-assembled","Pediatric","SRR961770","Trimethoprim",30150.2333333373,33402.000000004,90.2647546055138
"Resfams","Pediatric","SRR961770","Trimethoprim",3412,3986,85.5995985950828
"Alignment","Pediatric","SRR961771","beta-lactams",32556,32674,99.638856583216
"MMARC","Pediatric","SRR961771","beta-lactams",25441.6959493121,33615,75.6855449927477
"MMARC-assembled","Pediatric","SRR961771","beta-lactams",76395.9847348912,178230.000000131,42.8637068590221
"Resfams","Pediatric","SRR961771","beta-lactams",18640.1000000029,39934.0000000033,46.677267491364
"Alignment","Pediatric","SRR961772","Phenicol",127,327,38.8379204892966
"MMARC","Pediatric","SRR961772","Phenicol",4424.16666666667,7228.00000000001,61.2087253274304
"MMARC-assembled","Pediatric","SRR961772","Phenicol",11662.416666666,18584.9999999993,62.7517711416004
"Resfams","Pediatric","SRR961772","Phenicol",1210,2348.00000000001,51.5332197614989
"Alignment","Pediatric","SRR961773","beta-lactams",1717,5705,30.0964066608238
"MMARC","Pediatric","SRR961773","beta-lactams",7346.35339306508,29920.0000000001,24.5533201639875
"MMARC-assembled","Pediatric","SRR961773","beta-lactams",42230.8226980423,174129.00000002,24.2526073761622
"Resfams","Pediatric","SRR961773","beta-lactams",5944.49999999912,49306.0000000004,12.0563420273376
"Alignment","Pediatric","SRR961774","Glycopeptides",0,1162,0
"MMARC","Pediatric","SRR961774","Glycopeptides",167792.049999951,173326.999999951,96.8066429350294
"MMARC-assembled","Pediatric","SRR961774","Glycopeptides",1821518.87332062,2004933.99998011,90.8518122461236
"Resfams","Pediatric","SRR961774","Glycopeptides",874274.333320772,929486.999987438,94.0598774735513
"Alignment","Pediatric","SRR961775","beta-lactams",81967,83300,98.3997599039616
"MMARC","Pediatric","SRR961775","beta-lactams",72764.95,74573,97.5754629691711
"MMARC-assembled","Pediatric","SRR961775","beta-lactams",114872.155294209,181767.999999417,63.1971278192955
"Resfams","Pediatric","SRR961775","beta-lactams",19058.0000000007,29264.0000000007,65.1243849097877
"Alignment","Pediatric","SRR961776","Aminoglycosides",102303,102797,99.5194412288296
"MMARC","Pediatric","SRR961776","Aminoglycosides",127295.325000007,129636.000000007,98.194425159678
"MMARC-assembled","Pediatric","SRR961776","Aminoglycosides",231582.708594736,266878.999999776,86.774421589908
"Resfams","Pediatric","SRR961776","Aminoglycosides",30100.9999999828,30511.9999999828,98.6529889879384
"Alignment","Pediatric","SRR961777","beta-lactams",550919,551430,99.9073318462906
"MMARC","Pediatric","SRR961777","beta-lactams",532116.200000529,540065.000000529,98.5281771638613
"MMARC-assembled","Pediatric","SRR961777","beta-lactams",1238374.84101226,1561683.99996874,79.2974021016446
"Resfams","Pediatric","SRR961777","beta-lactams",223477.500000733,244267.000000732,91.4890263523368
"Alignment","Pediatric","SRR961778","beta-lactams",4335,4653,93.1656995486783
"MMARC","Pediatric","SRR961778","beta-lactams",5199.83333333333,15176.0000000001,34.2635301353012
"MMARC-assembled","Pediatric","SRR961778","beta-lactams",15311.6883312245,79207.0000000184,19.3312312437297
"Resfams","Pediatric","SRR961778","beta-lactams",5750.16666666656,39082.0000000016,14.7130818961832
"Alignment","Pediatric","SRR961779","Tetracyclines",131331,131728,99.6986214016762
"MMARC","Pediatric","SRR961779","Tetracyclines",213297.814718393,218911.999999778,97.4354145586394
"MMARC-assembled","Pediatric","SRR961779","Tetracyclines",275229.636507855,304934.999999919,90.2584604941803
"Resfams","Pediatric","SRR961779","Tetracyclines",14104,19459.9999999999,72.4768756423437
"Alignment","Pediatric","SRR961780","Trimethoprim",239,767,31.1603650586701
"MMARC","Pediatric","SRR961780","Trimethoprim",13436.6666666667,14552,92.3355323437787
"MMARC-assembled","Pediatric","SRR961780","Trimethoprim",87179.4714285361,92402.9999999647,94.3470140889034
"Resfams","Pediatric","SRR961780","Trimethoprim",9069,14575.9999999999,62.2187156970365
"Alignment","Pediatric","SRR961781","Trimethoprim",38,291,13.0584192439863
"MMARC","Pediatric","SRR961781","Trimethoprim",50951.8666666667,51819,98.3266112172498
"MMARC-assembled","Pediatric","SRR961781","Trimethoprim",421892.776191385,451645.000000909,93.412475769805
"Resfams","Pediatric","SRR961781","Trimethoprim",38140.5,64062.0000000072,59.5368549217878
"Alignment","Pediatric","SRR961782","Phenicol",17818,18213,97.8312194586285
"MMARC","Pediatric","SRR961782","Phenicol",56560.2785714257,59455.9999999971,95.1296396855295
"MMARC-assembled","Pediatric","SRR961782","Phenicol",97192.1527776946,168780.999999919,57.5847712584599
"Resfams","Pediatric","SRR961782","Phenicol",14658,15857,92.4386706186542
"Alignment","Pediatric","SRR961783","Glycopeptides",1027,2537,40.4808829325976
"MMARC","Pediatric","SRR961783","Glycopeptides",164509.649999996,168700.999999996,97.5155156163863
"MMARC-assembled","Pediatric","SRR961783","Glycopeptides",1189648.38864225,1319777.00000589,90.1401061419421
"Resfams","Pediatric","SRR961783","Glycopeptides",563221.750001653,669264.000001609,84.1553930885718
"Alignment","Pediatric","SRR961784","Aminoglycosides",27595,27826,99.1698411557536
"MMARC","Pediatric","SRR961784","Aminoglycosides",30733.6666666668,32880.0000000001,93.4722222222223
"MMARC-assembled","Pediatric","SRR961784","Aminoglycosides",53477.9593632734,56095.9999999917,95.3329281290667
"Resfams","Pediatric","SRR961784","Aminoglycosides",4706.50000000005,5180.00000000005,90.8590733590734
"Alignment","Pediatric","SRR961785","beta-lactams",756,764,98.9528795811518
"MMARC","Pediatric","SRR961785","beta-lactams",33996.2,36777,92.4387524811703
"MMARC-assembled","Pediatric","SRR961785","beta-lactams",172229.02228608,224362.000000031,76.7639004314707
"Resfams","Pediatric","SRR961785","beta-lactams",36500.9999999993,61271,59.5730443439788
"Alignment","Pediatric","SRR961786","beta-lactams",3116,3149,98.9520482692918
"MMARC","Pediatric","SRR961786","beta-lactams",7784,8889,87.5689053886826
"MMARC-assembled","Pediatric","SRR961786","beta-lactams",35953.5841491831,56221.0000000018,63.9504529431741
"Resfams","Pediatric","SRR961786","beta-lactams",7872.24999999835,11262.9999999984,69.8947882446906
"Alignment","Pediatric","SRR961787","Tetracyclines",81967,82392,99.484173220701
"MMARC","Pediatric","SRR961787","Tetracyclines",167810.208333105,171705.999999772,97.7311266544723
"MMARC-assembled","Pediatric","SRR961787","Tetracyclines",183224.528571247,192828.999999818,95.0191768724723
"Resfams","Pediatric","SRR961787","Tetracyclines",2492.58333333333,6869,36.2874266026107
"Alignment","Pediatric","SRR961788","Trimethoprim",29711,30083,98.763421201343
"MMARC","Pediatric","SRR961788","Trimethoprim",53112.7833333333,55688,95.3756344873821
"MMARC-assembled","Pediatric","SRR961788","Trimethoprim",307257.161904598,316808.999999837,96.9849852449763
"Resfams","Pediatric","SRR961788","Trimethoprim",43303,59838.0000000001,72.3670577225173
"Alignment","Pediatric","SRR961789","Trimethoprim",1748,1830,95.5191256830601
"MMARC","Pediatric","SRR961789","Trimethoprim",42890.9761904762,44110,97.2364003411385
"MMARC-assembled","Pediatric","SRR961789","Trimethoprim",236526.999999641,239217.999999641,98.8750846508189
"Resfams","Pediatric","SRR961789","Trimethoprim",42570,43282,98.354974354235
"Alignment","Pediatric","SRR961790","Phenicol",65,11665,0.557222460351479
"MMARC","Pediatric","SRR961790","Phenicol",43354.2333333458,69560.0000000125,62.3263848955406
"MMARC-assembled","Pediatric","SRR961790","Phenicol",99221.8333332043,145476.999999869,68.2044813498311
"Resfams","Pediatric","SRR961790","Phenicol",17167.9,42215.9999999999,40.6668087928749
"Alignment","Pediatric","SRR961791","Glycopeptides",0,2752,0
"MMARC","Pediatric","SRR961791","Glycopeptides",334080.466666883,341195.000000217,97.9148189940272
"MMARC-assembled","Pediatric","SRR961791","Glycopeptides",3037132.44439629,3466388.99995184,87.6166074966913
"Resfams","Pediatric","SRR961791","Glycopeptides",984593.499980808,1093805.99998081,90.0153683558222
"Alignment","Pediatric","SRR961792","beta-lactams",24357,24368,99.9548588312541
"MMARC","Pediatric","SRR961792","beta-lactams",31898.0000000098,32016.0000000098,99.6314342828587
"MMARC-assembled","Pediatric","SRR961792","beta-lactams",58819.5188381254,76831.9999997762,76.5560168136931
"Resfams","Pediatric","SRR961792","beta-lactams",372.000000000003,1631.00000000001,22.8080931943594
"Alignment","Pediatric","SRR961793","Tetracyclines",173093,173531,99.7475955304816
"MMARC","Pediatric","SRR961793","Tetracyclines",266813.398024388,273695.00000019,97.4856676315618
"MMARC-assembled","Pediatric","SRR961793","Tetracyclines",340620.744047854,374722.000000234,90.8995853052773
"Resfams","Pediatric","SRR961793","Tetracyclines",10283.5,25113.9999999997,40.9472804013703
"Alignment","Pediatric","SRR961794","Trimethoprim",2666,4865,54.7995889003083
"MMARC","Pediatric","SRR961794","Trimethoprim",61253.7261904762,66752.9999999999,91.7617578093513
"MMARC-assembled","Pediatric","SRR961794","Trimethoprim",466593.661906303,491114.000001542,95.0072003455081
"Resfams","Pediatric","SRR961794","Trimethoprim",36245,52374,69.2041852827739
"Alignment","Pediatric","SRR961795","Trimethoprim",0,338,0
"MMARC","Pediatric","SRR961795","Trimethoprim",17148,17823,96.2127587948157
"MMARC-assembled","Pediatric","SRR961795","Trimethoprim",259795.099999628,262959.999999628,98.7964329175523
"Resfams","Pediatric","SRR961795","Trimethoprim",31026,44441,69.8139105780698
"Alignment","Pediatric","SRR961796","Glycopeptides",0,1973,0
"MMARC","Pediatric","SRR961796","Glycopeptides",55149.0833333325,60485.9999999991,91.1766083611633
"MMARC-assembled","Pediatric","SRR961796","Glycopeptides",290960.714684619,435459.999999612,66.8168637038713
"Resfams","Pediatric","SRR961796","Glycopeptides",39420.3333333319,48288.9999999985,81.634188600578
"Alignment","Pediatric","SRR961797","Trimethoprim",0,214,0
"MMARC","Pediatric","SRR961797","Trimethoprim",0,681,0
"MMARC-assembled","Pediatric","SRR961797","Trimethoprim",116938.000000034,117548.000000034,99.4810630550925
"Resfams","Pediatric","SRR961797","Trimethoprim",21410,21592,99.157095220452
"Alignment","Pediatric","SRR961798","Phenicol",16863,17076,98.7526352775826
"MMARC","Pediatric","SRR961798","Phenicol",30694.4333333359,31928.0000000025,96.1364110916231
"MMARC-assembled","Pediatric","SRR961798","Phenicol",48324.2916667185,52311.0000000519,92.37883364239
"Resfams","Pediatric","SRR961798","Phenicol",5923,6334,93.5112093463846
"Alignment","Pediatric","SRR961799","beta-lactams",14894,15205,97.9546201907267
"MMARC","Pediatric","SRR961799","beta-lactams",14780,19153,77.1680676656399
"MMARC-assembled","Pediatric","SRR961799","beta-lactams",31697.296076628,46620.0000000006,67.9907680751344
"Resfams","Pediatric","SRR961799","beta-lactams",9839.3333333333,13953.9999999999,70.5126367588745
"Alignment","Pediatric","SRR961800","Glycopeptides",0,920,0
"MMARC","Pediatric","SRR961800","Glycopeptides",85082.4761904631,93817.9999999869,90.6888616155482
"MMARC-assembled","Pediatric","SRR961800","Glycopeptides",1179449.34721605,1263208.99999384,93.369295755635
"Resfams","Pediatric","SRR961800","Glycopeptides",616594.333333291,655362.999999958,94.0843980104661
"Alignment","Pediatric","SRR961801","beta-lactams",214038,214206,99.9215708243467
"MMARC","Pediatric","SRR961801","beta-lactams",167993.283333333,169005,99.401368795795
"MMARC-assembled","Pediatric","SRR961801","beta-lactams",260345.578981536,297111.99999937,87.6254001797599
"Resfams","Pediatric","SRR961801","beta-lactams",21516.9999999998,21783.9999999998,98.7743297833272
"Alignment","Pediatric","SRR961802","Aminoglycosides",157425,157995,99.6392290895281
"MMARC","Pediatric","SRR961802","Aminoglycosides",138886.283333035,142393.999999701,97.5366120295279
"MMARC-assembled","Pediatric","SRR961802","Aminoglycosides",207157.529419588,215570.999999974,96.0971231842934
"Resfams","Pediatric","SRR961802","Aminoglycosides",12603.0000000046,14453.0000000046,87.1998892963439
"Alignment","Pediatric","SRR961803","beta-lactams",453042,489777,92.4996477988962
"MMARC","Pediatric","SRR961803","beta-lactams",365398.922222214,420819.999999992,86.8302177230695
"MMARC-assembled","Pediatric","SRR961803","beta-lactams",1147506.59655086,1577162.00001315,72.7576873232612
"Resfams","Pediatric","SRR961803","beta-lactams",99966.6666666567,240501.999999981,41.5658359043437
"Alignment","Pediatric","SRR961804","Tetracyclines",40038,40373,99.1702375349863
"MMARC","Pediatric","SRR961804","Tetracyclines",59086.7242063505,60946.0000000013,96.9493062815431
"MMARC-assembled","Pediatric","SRR961804","Tetracyclines",79021.0642856832,88751.9999999688,89.0358124726327
"Resfams","Pediatric","SRR961804","Tetracyclines",6699,7306,91.6917601970983
"Alignment","Pediatric","SRR961805","Tetracyclines",155154,155651,99.6806959158631
"MMARC","Pediatric","SRR961805","Tetracyclines",126575.345238095,130008,97.3596588195305
"MMARC-assembled","Pediatric","SRR961805","Tetracyclines",233881.175000001,253890.000000001,92.1190968529678
"Resfams","Pediatric","SRR961805","Tetracyclines",26524.25,30824,86.0506423566054
"Alignment","Pediatric","SRR961806","Trimethoprim",3454,3565,96.8863955119215
"MMARC","Pediatric","SRR961806","Trimethoprim",38758.1666666667,39811,97.3554210310383
"MMARC-assembled","Pediatric","SRR961806","Trimethoprim",168198.509523702,177765.999999892,94.6179300450051
"Resfams","Pediatric","SRR961806","Trimethoprim",14638,22017,66.4849888722351
"Alignment","Pediatric","SRR961807","Trimethoprim",179,218,82.1100917431193
"MMARC","Pediatric","SRR961807","Trimethoprim",14784.3333333333,15493,95.4258912627208
"MMARC-assembled","Pediatric","SRR961807","Trimethoprim",89861.8499999829,97308.9999999829,92.3469052194542
"Resfams","Pediatric","SRR961807","Trimethoprim",11445,18083,63.2914892440414
"Alignment","Pediatric","SRR961808","beta-lactams",18169,18201,99.824185484314
"MMARC","Pediatric","SRR961808","beta-lactams",16204.25,17154,94.4633904628658
"MMARC-assembled","Pediatric","SRR961808","beta-lactams",38117.6334498983,55923.0000000279,68.1609238593768
"Resfams","Pediatric","SRR961808","beta-lactams",11320.2000000004,11689.0000000004,96.8448969116264
"Alignment","Pediatric","SRR961809","Phenicol",9173,10532,87.09646790733
"MMARC","Pediatric","SRR961809","Phenicol",15479.4666666661,24465.9999999994,63.2692988909771
"MMARC-assembled","Pediatric","SRR961809","Phenicol",30013.6335275718,97819.9999999901,30.6825122956193
"Resfams","Pediatric","SRR961809","Phenicol",3700.95447330447,32526.0000000009,11.3784494659791
"Alignment","Pediatric","SRR961810","beta-lactams",88491,88783,99.6711082076524
"MMARC","Pediatric","SRR961810","beta-lactams",90451.8333333333,92498,97.7878800983084
"MMARC-assembled","Pediatric","SRR961810","beta-lactams",171040.355277542,223622.999999349,76.4860301838541
"Resfams","Pediatric","SRR961810","beta-lactams",13666.3333333367,42414.0000000033,32.2212791373972
"Alignment","Pediatric","SRR961811","Glycopeptides",0,6256,0
"MMARC","Pediatric","SRR961811","Glycopeptides",54435.71666667,77080.0000000033,70.6223620480898
"MMARC-assembled","Pediatric","SRR961811","Glycopeptides",684922.644447221,862658.000002766,79.3967765261581
"Resfams","Pediatric","SRR961811","Glycopeptides",324231.433335036,455782.000001638,71.1373931690743
"Alignment","Pediatric","SRR961812","beta-lactams",104511,104709,99.8109045067759
"MMARC","Pediatric","SRR961812","beta-lactams",106089.833333333,108248,98.0062757125613
"MMARC-assembled","Pediatric","SRR961812","beta-lactams",222897.800033042,229528.999999742,97.1109533145235
"Resfams","Pediatric","SRR961812","beta-lactams",54728.1999997502,59764.9999997502,91.5723249393105
"Alignment","Pediatric","SRR961813","beta-lactams",228899,228926,99.9882057957593
"MMARC","Pediatric","SRR961813","beta-lactams",179660.583333334,180707.000000001,99.4209318583858
"MMARC-assembled","Pediatric","SRR961813","beta-lactams",415854.277504742,638725.99999919,65.1068341519321
"Resfams","Pediatric","SRR961813","beta-lactams",40752.4999999462,63262.9999999471,64.4175900605097
"Alignment","Pediatric","SRR961814","beta-lactams",362892,364058,99.6797213630795
"MMARC","Pediatric","SRR961814","beta-lactams",269595.833333336,319192.000000002,84.461964376718
"MMARC-assembled","Pediatric","SRR961814","beta-lactams",768629.532016024,1141777.0000105,67.318708645292
"Resfams","Pediatric","SRR961814","beta-lactams",117639.500000002,183610.000000002,64.0703120745061
"Alignment","Pediatric","SRR961815","Tetracyclines",33815,34851,97.0273449829273
"MMARC","Pediatric","SRR961815","Tetracyclines",38249.1214286014,47602.00000003,80.3519209877259
"MMARC-assembled","Pediatric","SRR961815","Tetracyclines",74787.8095238521,154704.000000042,48.3425183084029
"Resfams","Pediatric","SRR961815","Tetracyclines",5579.93333333333,36893.0000000012,15.1246397238857
"Alignment","Pediatric","SRR961816","Trimethoprim",4795,6242,76.8183274591477
"MMARC","Pediatric","SRR961816","Trimethoprim",44666.0357142857,46611,95.8272418834303
"MMARC-assembled","Pediatric","SRR961816","Trimethoprim",434887.371429424,457032.000000852,95.1546875117306
"Resfams","Pediatric","SRR961816","Trimethoprim",45705,68600,66.6253644314869
"Alignment","Pediatric","SRR961817","Trimethoprim",4616,5161,89.4400310017438
"MMARC","Pediatric","SRR961817","Trimethoprim",68773.7833333333,72280,95.1491191662055
"MMARC-assembled","Pediatric","SRR961817","Trimethoprim",655398.928572802,689570.000001375,95.0445826488239
"Resfams","Pediatric","SRR961817","Trimethoprim",63503,130493,48.6639130068279
"Alignment","Pediatric","SRR961818","Glycopeptides",0,874107,0
"MMARC","Pediatric","SRR961818","Glycopeptides",0,499215,0
"MMARC-assembled","Pediatric","SRR961818","Glycopeptides",11483.5992673985,909364.999987956,1.26281518065359
"Resfams","Pediatric","SRR961818","Glycopeptides",5573.99999999946,205268,2.71547440419328
"Alignment","Pediatric","SRR961819","beta-lactams",407208,407231,99.9943520999138
"MMARC","Pediatric","SRR961819","beta-lactams",241478.083333333,242958,99.3908755148352
"MMARC-assembled","Pediatric","SRR961819","beta-lactams",719560.960646361,1345258.00000526,53.4886958965155
"Resfams","Pediatric","SRR961819","beta-lactams",108812.999999449,172868.999999495,62.9453516823533
"Alignment","Pediatric","SRR961820","Tetracyclines",112674,112837,99.855543837571
"MMARC","Pediatric","SRR961820","Tetracyclines",163960.649999789,167551.999999789,97.8565758689813
"MMARC-assembled","Pediatric","SRR961820","Tetracyclines",222493.057143005,243201.000000148,91.4852558759503
"Resfams","Pediatric","SRR961820","Tetracyclines",7445.41666666667,9091,81.8987643456899
"Alignment","Pediatric","SRR961821","Trimethoprim",1551,2040,76.0294117647059
"MMARC","Pediatric","SRR961821","Trimethoprim",13292.5,15286,86.9586549784116
"MMARC-assembled","Pediatric","SRR961821","Trimethoprim",154505.309523718,157670.999999908,97.9922176708511
"Resfams","Pediatric","SRR961821","Trimethoprim",14652,18683,78.4242359364128
"Alignment","Pediatric","SRR961822","Trimethoprim",33,528,6.25
"MMARC","Pediatric","SRR961822","Trimethoprim",39428.5,40727,96.8116973997594
"MMARC-assembled","Pediatric","SRR961822","Trimethoprim",419160.557143229,502663.000000352,83.3879870097731
"Resfams","Pediatric","SRR961822","Trimethoprim",44242,46524,95.0950047287421
"Alignment","Pediatric","SRR961823","Phenicol",500,1033,48.4027105517909
"MMARC","Pediatric","SRR961823","Phenicol",915,11122,8.22693760115086
"MMARC-assembled","Pediatric","SRR961823","Phenicol",5199.79567099557,131452.000000005,3.95566113181646
"Resfams","Pediatric","SRR961823","Phenicol",515.121428571429,37551.0000000041,1.37179150640828
"Alignment","Pediatric","SRR961824","Glycopeptides",0,1479,0
"MMARC","Pediatric","SRR961824","Glycopeptides",98480.3523808518,106005.999999899,92.9007342800834
"MMARC-assembled","Pediatric","SRR961824","Glycopeptides",647285.521376496,998039.000006819,64.8557342320363
"Resfams","Pediatric","SRR961824","Glycopeptides",315328.750001633,493433.000001647,63.9050793117971
"Alignment","Pediatric","SRR961825","Tetracyclines",104076,104199,99.8819566406587
"MMARC","Pediatric","SRR961825","Tetracyclines",141354.832539552,142774.999999869,99.005310831505
"MMARC-assembled","Pediatric","SRR961825","Tetracyclines",190223.249999604,212153.999999604,89.6628156904696
"Resfams","Pediatric","SRR961825","Tetracyclines",15226.8837662357,37566.0000000093,40.5336840926155
"Alignment","Pediatric","SRR961826","Trimethoprim",0,142,0
"MMARC","Pediatric","SRR961826","Trimethoprim",6465.5,7291,88.6778219722946
"MMARC-assembled","Pediatric","SRR961826","Trimethoprim",37640.6630952526,45078.0000000145,83.5011826062393
"Resfams","Pediatric","SRR961826","Trimethoprim",1022,1473,69.3822131704005
"Alignment","Pediatric","SRR961827","Trimethoprim",43,1156,3.719723183391
"MMARC","Pediatric","SRR961827","Trimethoprim",230424.125,232907,98.9339629122354
"MMARC-assembled","Pediatric","SRR961827","Trimethoprim",894553.490475093,973656.999998892,91.8756287353874
"Resfams","Pediatric","SRR961827","Trimethoprim",109335,172592,63.3488226569018
"Alignment","Pediatric","SRR961828","Phenicol",65645,81404,80.6410004422387
"MMARC","Pediatric","SRR961828","Phenicol",109477.017243764,171172.999999896,63.9569425340623
"MMARC-assembled","Pediatric","SRR961828","Phenicol",152937.718725258,343880.999999471,44.4740240738782
"Resfams","Pediatric","SRR961828","Phenicol",6213.15714285709,88443.9999999883,7.02496171911934
"Alignment","Pediatric","SRR961829","beta-lactams",355881,357852,99.4492136413937
"MMARC","Pediatric","SRR961829","beta-lactams",533567.396428841,536548.000000269,99.4444851958395
"MMARC-assembled","Pediatric","SRR961829","beta-lactams",507638.346430046,526394.000001483,96.4369552898809
"Resfams","Pediatric","SRR961829","beta-lactams",36098,36438,99.0669081727867
"Alignment","Pediatric","SRR961830","Glycopeptides",0,1643,0
"MMARC","Pediatric","SRR961830","Glycopeptides",75451.5277777778,87855.9999999999,85.8809048645259
"MMARC-assembled","Pediatric","SRR961830","Glycopeptides",1465787.77177259,1831291.99999374,80.0411824972534
"Resfams","Pediatric","SRR961830","Glycopeptides",611642.600000215,754117.000000213,81.1071226348222
"Alignment","Pediatric","SRR961831","beta-lactams",56291,62053,90.714389312362
"MMARC","Pediatric","SRR961831","beta-lactams",97936.7904762058,107267.000000015,91.3018826630668
"MMARC-assembled","Pediatric","SRR961831","beta-lactams",198190.549758721,345808.999999979,57.3121433388759
"Resfams","Pediatric","SRR961831","beta-lactams",7278.03333333225,69739.9999999996,10.4359525857934
"Alignment","Pediatric","SRR961832","beta-lactams",15454,16346,94.5430074635997
"MMARC","Pediatric","SRR961832","beta-lactams",26245.895238094,47373.9999999986,55.4014759954717
"MMARC-assembled","Pediatric","SRR961832","beta-lactams",68900.0733456072,270643.000000036,25.4579181229878
"Resfams","Pediatric","SRR961832","beta-lactams",9301.63333333303,119896.999999965,7.75802007834704
"Alignment","Pediatric","SRR961833","Tetracyclines",104196,106261,98.0566717798628
"MMARC","Pediatric","SRR961833","Tetracyclines",163975.618326052,195376.999999933,83.9278002662074
"MMARC-assembled","Pediatric","SRR961833","Tetracyclines",236889.455952084,412140.999999718,57.4777699748985
"Resfams","Pediatric","SRR961833","Tetracyclines",15852.7878316155,117993.999999931,13.4352491072638
"Alignment","Pediatric","SRR961834","Trimethoprim",4753,5305,89.5947219604147
"MMARC","Pediatric","SRR961834","Trimethoprim",131093.983333333,135187,96.972329686533
"MMARC-assembled","Pediatric","SRR961834","Trimethoprim",152692.119497126,244111.999999956,62.5500260114837
"Resfams","Pediatric","SRR961834","Trimethoprim",19665,47987.9999999998,40.9789947486874
"Alignment","Pediatric","SRR961835","Trimethoprim",191,505,37.8217821782178
"MMARC","Pediatric","SRR961835","Trimethoprim",8009,11520,69.5225694444444
"MMARC-assembled","Pediatric","SRR961835","Trimethoprim",68133.3389277307,92119.9999999904,73.9615055663676
"Resfams","Pediatric","SRR961835","Trimethoprim",1189,20258,5.86928620791786
"Alignment","Pediatric","SRR961836","Phenicol",989,4756,20.7947855340622
"MMARC","Pediatric","SRR961836","Phenicol",2695.75000000001,58802.9999999959,4.5843749468568
